text;emotion
Barang sudah d terima Pengiriman super 🚀 cepat;senang
PELAYANAN MACAM APA INI! BELUM 24 JAM BARANG UDAH SAMPE  PERTAHANKAN PELAYANANNYA!;netral
Rapi, dan empuk dan cukup kokoh;netral
Recomended seller... Kurir nya mantap tepat waktu... 👍;senang
Nyaman banget. Kualitas mantabbbb;netral
Pengiriman cepat barangnya juga oke bgt;senang
Barang bagus sesuai dengan foto.;senang
Cocok dan sesuai lah ukurannya. 👍;marah
Bagus banget;senang
Mantap pokok nya mah terbaik aerostreet the best👍👍👍🥰;senang
kurang suka sama kualitas talinya;netral
Sangat bagus dan sesuai ekspetasi;senang
Mantapps nyaman pengiriman cepatt 👍;netral
Mantapl polll brand lokalll sekece ini ❤️;netral
suka ,, sepatu pas , next nanti order lagi;netral
Mantap ukuran pas 🌟🌟🌟🌟🌟;netral
Pola berbeda apa tidak ada kontrol/qc Pola berbeda jauhhh;netral
Sesuai ukuran pengiriman cepat;senang
built in qty nya bagus, makasih;senang
Sangat bagus utk stail anak muda👌👌👌;senang
Mantap paket sudah sampai...lgsg dipake;netral
Barangnya sesuai, sepatunya bagus;senang
Lokal pridee kecee parah 🤙🤙;netral
Juossss, Juossss, Juossss, Juossss, Juossss, Juossss, Juossss, Juossss;netral
Busa alas terlalu tebal, kurang nyaman, saya copot baru  nyaman;netral
Sepatu ini nyaman dipakai dengan desain yang sederhana namun tetap menarik, cocok untuk aktivitas sehari-hari. Bahannya cukup baik dan jahitannya rapi, memberikan kesan produk yang dibuat dengan perhatian terhadap detail. Ukurannya sesuai standar, sehingga pas di kaki tanpa terasa sempit. Sepatu ini juga mudah dipadukan dengan berbagai outfit, menjadikannya pilihan yang praktis untuk digunakan.;senang
Kualitas sepatunya gak perlu dipertanyakan. Yang minus cuma pengemasan langsung kotak tanpa bubblewrap jadi kotaknya penyok kiri kanan, mungkin lebih bagus kalau pengirimannya di bubblewrap biar kotaknya lebih aman.;senang
Bentuk dan ukuran: 42 Warna: Hitam;netral
Barang sesuai dan ukuranya sayang banget gak ngukur kaki saya dulu ternyata ukuran kaki saya 41 saya ambil 40 agak mau dempet tapi masi ga sesek overall ok brand lokal sepatu terbaik si ini topp;senang
bahannya bagus, hangat, dan keren. tapi pada bagian dalamnya ada cuttingan yang kelebihan;senang
barang bagus,tapi sayang ada beberapa yang kurang lem tapi cuma sedikit.untuk ukuran pas, pokonya mantap lah semoga aja awet;senang
Bentuk dan ukuran: Pas, cocok Daya tahan pakai: Kuat Warna: Sesuai, keren;marah
Nyaman dipakai, kualitas bagus, overall sangat puas dengan produknya;senang
Keren banget sepatunya, mantul aerostreet.;netral
order untuk anak. pilihan sendiri. katanya lebih baik lokal tapi asli daripada produk luar tapi palsu. quality bagus, respon cepat.;senang
Bentuk dan ukuran: 41 Ternyata kekecilan apakah bisa di kembalikan  Sepatu nya oke sih nyaman di pake ya ngga terlalu berat;marah
Bagus kualitasnya, ukurannya juga pas gak longgar atau sesek, gak sia sia nunggu barangnya bagus;senang
sepatunya bagus, meski kardusnya lecet dikit karena ekspedisi;senang
Produk mantap real👍 Terima kasih;netral
Real Video... Nyaman dipakai, pokoke sepatu ini the best untuk dikelasnya..... Cintai Produk Indonesia.... Bentuk dan ukuran: Pas, sesuai ekspetasi.. Daya tahan pakai: Semoga Awet Warna: Perpect;senang
Barangnya sudah sampai dan sesuai dengan pesanan terima kasih;netral
cakep. tapi boxnya penyok;netral
Sesuai Dan bahan ny bagus dan nyaman du gunakan;senang
Mantap banget..  Pengiriman cepat sekali Bentuk dan ukuran: Sesuai Daya tahan pakai: Awet bnget Warna: Sipp;senang
Minta tolong packingan lebih rapi lagi ya mind..tiap pesen sandal sepatu selalu aman pesen ini tadi asli packing rusak parah ...kalau bisa plastik agak tebal lagii...sepatu ke 6🥰 tetap the best sih Aero;netral
yah desain bagus dan yang lainnya bagus, saran saya sih disini untuk packaging itu harus di perbaiki lagi minimal di bungkus lebih tebal untuk melindungi sepatu, soalnya saya waktu paketnya datang itu kotaknya udah basah karena plastik packagingnya sobek terlalu tipis;senang
Untuk harga 170k ini worth it dan bagus sekali. Bahan nya kerasa kokoh, kuat, ga ringan tapi bukan yg berat di buat jalan.;senang
Bagus, Rapi, Ukuran Pas, Sesuai Deskripsi Tapi agak berat kek ciri khas sepatu aerostreet;netral
Oke ukuran pas, ternyata modelnya gemuk kayak sepatu skate ya, pengiriman cepat;senang
gak pernah kecewa..mantap,udah ke 5 x order selalu mantap;netral
gausah bukti foto, produk lokal paling keren. gak bikin kalian nyesel beli disini;netral
respon seller baik, pengiriman cepatt, packing baik, produk sesuai dan aman. semoga awet. recommended seller 👍;senang
Aih ... Memang bener bagus produk nya. Kotak nya pun bagus. Sangat2 rekomendasi produk lokal 1 ini.;senang
Barang Baguss... Pengiriman cepat;senang
Sesuai ekspektasi, cocok dan nyaman dipakai;marah
Bagus tapi aga kegedean.;senang
manteppp tapi ada beberapa beberapa kekurangan nya yaitu bahan yg kelebihan jaitan yg kelebihan ga di potong;netral
CAKEP UDAH GAUSAH DI RAGUIN LAGI;netral
mantap.., cuma talinya kurang kokoh bang, saran perbaiki di bahan tali sepatunya saja;netral
lokal yg sangat mengagumkan!! seriuss!! kereeeeennnn bgt;senang
Bentuk dan ukuran: sesuai Aroma: bau sepatu baru Daya tahan pakai: belum teruji Warna: sesuai;marah
Bentuk dan ukuran: Pas Aroma: Biasa Daya tahan pakai: Lama;netral
Barangnya bagus, kualitas oke. Cuma tali sepatunya masih jelek. Overall sih oke apalagi dgn harga segitu kualitas spt harga 300an. Mungkin harus sedikit diperhatikan CQ nya sebelum dipacking, soalnya sepatunya sedikit berdebu.;senang
Bentuk dan ukuran: Barang bagus, dan ukurannya pas;senang
untuk harga segini ya lumayan worth it untuk dibeli, sayangnya finishing nya masih berantakan ada beberapan yang jaitan nya tidak rapih;senang
Bentuk dan ukuran: Ok Daya tahan pakai: Ok;netral
Disain sangat menawan di harga ramah kantong, di pakai juga nyaman😍😍;senang
Barang bagus , model bagus ukuran sesuai dan mantaappp is the best;senang
Bentuk dan ukuran: 40 Aroma: Eee Daya tahan pakai: Bagus;senang
Mantap  Keren pokoknya enak banget di pake nyaman;netral
produk bagus tp sayang ukuran 40 nya kekecilan;senang
Kedepannya QC diperhatikan ya, alasnya yang didalem, tempelannya ga sesuai pola, ga nyaman jadinya;netral
Bagus tapi berat sepatu nya Sama tali nya jelek;marah
Harga terjangkau, nyaman dipakai, semoga awet;netral
Bentuk dan ukuran: pas Warna: Oke Daya tahan pakai: Klo bagus nanti di review;senang
Bentuk dan ukuran: Sesuai dengan pesanan Daya tahan pakai: Bagus semoga awet Warna: Hitam Aroma: Baru dari gudang;senang
keren sepatunya, walaupun masih sedikit kebesaran;netral
Sesuai pesanan mantap tebel lagi,ukuran pas;netral
Kekecilan, serasa sesak samping dan atas, Kurang nyaman dipakai, untuk panjang kaki sesuai dengan sepatunya.;netral
bagus banget barangnya 👍🏻👍🏻;senang
Mantap, bahan bagus dan sesuai pict. Semoga nyaman untuk di pakai. 👍;senang
Maaf baru kasih ulasan, bagus banget sepatunya,no 44 nya muat di anakku,gak nyesel belanja di sini puas banget pokoknya,makasih juga sama Abang kurirnya🙏;senang
bahan nya bagus ,dipakenya nyaman kuwalitas ok;senang
Bentuk dan ukuran: Beli ukuran 42 dan pas banget dikaki saya suka Warna: Warnanya bagus dan gak norak banget. Maantapp aerostreet..;senang
Bentuk dan ukuran: bentuk nya bagusss bangett tapi ukuran nya sempit padahal size saya ukuran nya 38😔;netral
Sepatu keren dan pas hrganya oke dan tdk murahan;netral
barang bagus, fast respon.. cmn kurirnya aja lelet. terimakasih;senang
Mantap pas bener sesuai harapan solnya tebel kualitas top 👍👍;netral
Bagus semoga Awet aja ya ,,size 41;senang
baguss;netral
Enak di pake;netral
Gw kira panjang, panjang telapak kaki 24,5 udah gw CO yang ukuran 40 panjangnya 25,9 pas dateng kok kecil banget, ngepas banget sama kaki gw Bentuk dan ukuran: Kekecilan, ukuran tak sesuai pas makenya, terkecoh sama ukuran jadinya;netral
Sangat suka produknya, nyaman dan empuk di kaki.;senang
Gacor parah ini looknya gokill, nyaman juga kmaren pake ngonser amann;netral
Tidak pernah gagal beli di sini selalu ok produk nya berkualitas semua;sedih
Sepatunya baguuuss...pas di kaki...nyaman dipakai...terimakasih semoga sukses selalu;netral
ORIGINAL;netral
Ukuran pas dan nyaman di pakai.. sudah 2 kali beli.. produknya bagus dan gk mengecewakan..;netral
kurang besar dikit di ukuran 39 empuk juga oke;netral
Buat sy pribadi ini Keren,  Barang yg dtg ssuai harapan, dan pas smuanya. Semoga barangnya bisa bertahan lama. Aerostreet mmg luar biasa.  Wktu pengirimannya jg cepat.;senang
Bentuk dan ukuran: Bagus dan pas Warna: hitam;senang
barangnya bagus sesuai gambar;senang
Alhamdulillah paket sudah sampai dengan selamat... Sepatu bagus bgt untuk harga segitu worth-it sekali terimakasih ka...;senang
Istimewa barangnya ,  Tetap selalu konsisten , supaya makin terus maju usahanya ... Terima kasih;senang
NEXT TOLONG PILIH JASA PENGIRIMANNYA YG BAGUS .. BARU KALI INI KECEWA KARNA KARDUS UDAH ROBEK SEPERTINYA SUDAH DI BUKA .. untungnya sesaui ukuran sepatu dan ukurannya.. terimakasih..;netral
Kueren poll mantap luar biasa amazing joss gandoss;netral
Bentuk dan ukuran: Pas Aroma: Baru Mantap;netral
SUDAH BERULANG KALI BELI PRODUK AERO MURAH AWET  KUALITAS TERJAMIN;netral
Bentuk dan ukuran: Pas sesuai yg di deskripsi semoga awet;netral
Warna:Hitam Hitam Ukuran:40  Kualitas:okh  Rekomen bnget cocok buat sekolah,buat kumpul' santai juga okh pokoknya rekomendasi bnget;senang
Sepatunya bagus,tapi minus dijahitannya aja;netral
Sangat sesuai, ukuran juga pas terbaik lah memang aerostreet ini;senang
Bentuk dan ukuran: Sesuai dan Pas Warna: Sesuai dengan di gambar;netral
Bentuk dan ukuran: pas Warna: cakep simple;netral
Terlalu bagus si ini dengan harga di yang sangat worit sangatttt puas banget;senang
Kualitasnya bagus. Walaupun murah tp barangnya tak murahan. Aku akan terus langganan disini. Ini dah yg ke 2x belanja disini. Puas bgt;senang
Ukuran pas sesuai kaki org indo, pas dicoba jg insole nya empuk diluar expektasi dgn hrga sgtu worth it bgt. Good job aerostreet austin👍🏻 Next mo beli yg wrna putih nya;netral
Barang di terima cepat Sesuai dengan orderan Nyaman empuk sol nya;senang
Barang datang cepat dan dalam kemasan yg rapi serta sesuai orderan;senang
Produknya oke dengan harga segitu, terutama pelayanannya, minta cepet buat datangnya dan Puji Tuhan sebelum tanggal 13 udah sampai duluan (cuma 2 hari) Thank you, semoga awet dan cocok selama pemakaian! 🙌🏻;senang
sepatunya bagus dan lumayan enteng,benar benar beda dgn seri lama;senang
Bagus untuk harga segini, salah ambil ukuran jadi kekecilan;netral
Bentuk dan ukuran: ukuran 39 Warna: coklat tua dan hitam pekat bagusss bangett sumpah!!!,ngga nyesel sama sekaliiii bakal awet sih ini, BAGUS BANGET GA BISA BERKATA KATA LAGI!!!,kalo bintang nya ada 100 aku kasih bintang 100 sumpah😍😍;senang
Bentuk dan ukuran: Sesuai gambar lawan klise Mantap kd jera ditukar;marah
No komen pokoknya bagus banget,yang mau beli langsung aja di co🫵🏻👍🏻👍🏻 Bentuk dan ukuran: Pas Aroma: Sepatu baru Warna: Bagus,hitam;senang
Lokalan tpi kualitas expot;netral
Barang nya mantap sesuai trus pengiriman cepat sekali;senang
gk pernah nyesel beli disini selalu kualitas bagus banget;senang
Not bad biasa pake size 39 pesan pertama kekecilan ini pesanan ke 2 size 40 pas dikaki untk kenyamanan biasa aja maaf gk sempat di foto lagi males;netral
terimakasih barang sudah sampai. model markotop cocok di segala aktifitas, keren dan nyaman dipakai.;marah
Sepatu lokal pride, desain menarik, elegan, dan mewah waktu dipakai.;senang
Barang sudah sampai dan sesuai, tapi mines paketannya sudah terbuka pas diantar kurir;sedih
Keren sepatunya bagus bget,👍;senang
Bagus, sesuai pesanan & pengiriman jg cepat 👍🏻;senang
Aroma wangi dan warna sesuai dengan di foto sama ukuran jugak pas;netral
istimewa... harga nya murah dinpake nya nyaman abis   jadi senjata harian neh;senang
pesen coklat tua malah yang dateng putih, hadeehh gimananih aerostreet, gapapa dah bagus sepatunya ukurannya juga sama, approve.;senang
Serius,dgn harga tertera ini Murahhhh sekali dg model n kualitas yg bagussss.. Ini aerostreet bukan jualan tp bersedekah..;netral
Keren Bentuk dan ukuran: Pas Warna: Mantap sesuai gambar;netral
Bentuk dan ukuran: Barang datang sesuai pesanan;netral
Kalo beli usahakan size nya lebih besar dari biasa nya;netral
Bagus, emang sebagus itu sepatunya, the best;senang
Barang nya bguss , cepet pengiriman , aman daaan alhamdulillah adek aku sukaa , btw ini orderan q yg ke 2 , next mau CO lagiih 🤩🤩🥰;senang
sudah sampai bagus,, keren abis;senang
mendarat dengan mulus dan terkendali;netral
barang sesuai deskipsi;netral
Mantap;netral
Alhamdulillah...sesuai pesanan.;netral
Bahanya bagus nyaman di pakai semoga awet;senang
Mantap sepatu nya apalagi kalo tali nya hitam makin mantep;netral
Saya ingin pengembalian satu produk diantara ke3 produknya alasan (Kekecilan);sedih
Good;netral
Barang aman, ukuran sesuai, mantaplah 👍;senang
Barang biasa aja, sesuai harga. Catatan perbaiki layanan Customer Service saja.;senang
Bangus banget woyy jangan dah beli sepatu sepatu kw lagi mending ini aja;netral
peoduk nya bagus tapi pengiriman nya agak lama;senang
dahlah  bangke,, stlah gw beli lah ukuran 39 bru ada😌;netral
Maaf baru kàsih ulasan, sepàtnya bagus dan tebal Anakku suka;senang
Bentuk dan ukuran: Sangat pas;senang
saya chat untuk menanyakan apa bisa tukar size hanya di baca saja;netral
Sorry Baru sempat kasih ulasan g nyangka sebagus ini gays,pket Nya cepat juga sampe nyaa kurir yang ramah,toko nya amanah next aku bklan order lagi.;senang
Harus kardus lebih bagus paking juga harus bagus, jangan di kasih sobek;senang
Cakep model sepatunya...Nex order again;netral
bagus tapi belom di coba gak sempet nyobanya;netral
barang sudah diterima, minusnya cuman di ekspedisinya aja ada problem;netral
real pict bgt deh, gk nyesel beli langsung gw pake ngampus;netral
produk sesuai.. sangat memuaskan sekali..;senang
Barang bagus tida ada cacat sedikit pun;netral
Keren barang dari aerostreet GK bakalan gagal tankyu;sedih
bagus bgt sepatu nya, warna nya jga cakep;senang
Pas pie keren gak terlalu sumpek empuk lagii;netral
mantab nie brandlokal. sepatu nyaman utk kerja harian;netral
Penilaian sesuai bintang Terimakasih atas pelayanan nya Paket aman, kualitas bagus Nanti pesan disini lagi;senang
Sepatunya bagus pas di kaki;senang
Sepatu bagus sesuai dengan iklan mantap🔥;senang
Sepatunya bagus,udah berapa kali beli dan bagus semua;senang
Bagus g pernah ngecewain, hrgaaa juga ok udh 2x beli disini;senang
Ukuran gak sesuai chart n gak normal. Minta ganti naik size gak dikasih. Gilax, brand suram.;marah
sesuai ekspektasi dan nyaman dipakai;netral
Produk sesuai deskripsi;netral
jahitannya masih keluar tapi udh bagus;senang
bagus sesuai dengan pesanan pengiriman cepat next order lagi 👋;senang
Bagus 🙏🏼🙏🏼 Sesuai dengan pesanan, tidak mengecewakan;netral
Bagus tapi ukurannya kekecilan 😭;senang
Barang sesuai pesanan;netral
nyaman dan sesuai;netral
SEPATUNYA MANTAB JIWA tapi kenapa ya Aero street memilih outsOL COKLAT TUA kenapa ya? kenapa Keren Banget;senang
barang sesuai, bagus, original.;senang
Bagus...realpik asli yg datang ny sesuai gambar;netral
Nice 🔥🔥🔥 tidak mengecewakan;marah
barang bagus, sesuai pesanan;senang
Selalu menjadi plhan no 1;netral
superr mewah mantap min;senang
Udah ke sekian kali beli produk ini , sumpah ga ngecewain . Yang ada pengen nambah koleksi terus 😍;senang
Kereennn 😎😎 suka dengan desain nya, emang aero tidak mengecewakan;marah
Tidak mengecewakan puas bgtt ga gagal pokok nya..;sedih
Bentuk dan ukuran: Bagus dan pas;senang
Suka banget Aero Ini, udah 3 X cadi candu;marah
Mantap keren lokal tak gentar;netral
Kualitas jaminan;netral
Old tapi keren dan bagus;senang
Bagus sesuai di foto dan di deskripsi;senang
Bentuk dan ukuran: Pas dan sesuai gambar;netral
keren;netral
Bagus banget nyaman lagi di pakenya;senang
Paket sudah sampai dengan selamat🙏 terima kasih min 🤍;netral
Bentuk dan ukuran: Pas dan sesuai;netral
bagus bgtt, bisa jadi salah satu pilihan sepatu warna item tp ga pasaran modelnya;netral
Potongan outsolenya kurang rapih;netral
Pengiriman cepet buanget, 1 hari sampai, dapat voucher pembelian pertama di tiktok jadi tinggal 91rb, waaah beruntung banget! GOOD!;netral
Bahannya bagus tidak mengecewakan;netral
Bahan gokil harga miring.. shalute;marah
kualitas bagusss bgttt;netral
Pas ,bahanya bgus dan insyallah kuat;senang
Bentuk dan ukuran: Bagus Aroma: Baru;senang
Modelnya keren! Pas di badan dan nyawan waktu dipake beraktivitas. Bahannya tebal tapi nggak gerak, kok.;netral
Puas lah. Puas dengan barang sama pelayanannya kurirnya. Hanya kotak aja sedikit rusak ngak bisa dipake lagi. Kedepannya kalo bisa dibuat buble min sekedar saran aja 🙏. Thangkiu;senang
Bahannya bagus, ukurannya juga pas sesuai sama yang di list;senang
modelnya keren, ukuran pas 39 nya. pengiriman si cepat kilat 2 hari sampai. packagingnya bawaan sepatu terus di kasi plastik aman isinya dan transparan. bahan solnya empuk dan enak;senang
mampir ke Reseller Resmi Aerostreet di Tokopedia.link/sendlapkan untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K Modelnya keren! Pas di badan & nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.;netral
"mampir ke Reseller Resmi Aerostreet di  Tokopedia.link/sendlapkan   untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K  Modelnya keren! Pas di badan; nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.";netral
"mampir ke Reseller Resmi Aerostreet di  Tokopedia.link/sendlapkan   untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K  Modelnya keren! Pas di badan; nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.";netral
"mampir ke Reseller Resmi Aerostreet di  Tokopedia.link/sendlapkan   untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K  Modelnya keren! Pas di badan; nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.";netral
"mampir ke Reseller Resmi Aerostreet di  Tokopedia.link/sendlapkan   untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K  Modelnya keren! Pas di badan; nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.";netral
"mampir ke Reseller Resmi Aerostreet di  Tokopedia.link/sendlapkan   untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K  Modelnya keren! Pas di badan; nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.";netral
"mampir ke Reseller Resmi Aerostreet di  Tokopedia.link/sendlapkan   untuk bisa dapetin Sepatu Aerostreet dengan Harga Retail dan 99K  Modelnya keren! Pas di badan; nyaman waktu dipake beraktivitas. Bahannya tebal tapi nggak gerah, kok.";netral
barang sampai dengan selamat, kualitas seperti biasa sangat recommended, sudah pernah beli tapi kali ini dapat yang kurang rapi, but overall good;senang
barangnya sesuai deskripsi , ukuran sesuai , enak di kaki pda saat jalan;netral
Pengiriman cepat, barang sesuai pesanan, tapi packing kurang kardus basah kerna packing kurang, tapi sepatu aman  Terimakasih;senang
Ukuran pas kualitas oke sesuai dengan pesanan;netral
Nggak sebagus + tebel kaya produksi lama, jujur agak kecewa sama produk yang sekarang;netral
Barangnya sesuai pesanan. Sepatunya lembut nyaman dipakai. Dan warnanya netral jadi bisa pakai untuk baju warna apa aja. Sepatu ini punya abg saya,dan abg saya suka dengan modelnya.;senang
Bentuk dan ukuran: Pas Warna: Sesuai Seneng banget, barangnya ok, semoga awet;netral
Kualitasnya bagus untuk ukuran sepatu seharga ini;senang
Pesanan sudah sampai, barang sesuai pesanan, packing aman, pengiriman lumayan cepat, pakai voucher diskon jadi lebih murah, terimakasih;senang
sepatu bagus modelnya keren cocok untuk anak aku senang sekali. cuma pengiriman nya agak lama dari ekspeynya;senang
Barang sampai dengan selamat varian nyaa baguss dan kerenn tapi minus nyampe barang ada penyok nya;netral
Alhamdulillah, pesanan sudah sampai dengan selamat🥰 mudah²an awet untuk anak sekolah🥰 sejauh ini barang nya bagus,tidak ada cacat sama sekali🥰 next order yg lainnya🥰🫶;netral
Barang diterima dgn baik,ukuran pas sesuai pesanan;netral
Barang original,bahan bagus ,motif keren ,awet pastinya  Beli size 42 Dateng pas di kaki 🥰;senang
Bagus dan pas dipake. Insolnya juga enak gak licin.;senang
sepatu nya bagus banget, sesuai sama gambar nya, tapi untuk packaging box nya mungkin bisa di double in lagi box nya, karna pas sampai di rumah box nya penyet;senang
Sepatu nya bahannya tebal,bagus desainya,anaku suka,gak nyesel deh pokoknya,semoga saja awet KRNA baru pertama kali beli merk ini;netral
Bentuk dan ukuran: Sesuai dengan deskripsi Daya tahan pakai: Sangat tahan lama Aroma: Wangi Warna: Hitam yg aku suka;senang
look bagus, bahannya tebel, jahitan rapii juga. tapak nya ga terlalu berat bisa dipake buat harian, rekomen deh👍;netral
Bentuk dan ukuran: 41  ukuranya pas Daya tahan pakai: di bawahnha gak karet dan gak lentur Warna: warna sesuai Aroma: Biasa cuman di bawah sepatunya kurang lembut dan lentur  dan gak karet tapi semunya bagus dan oky  saya kasih Bintang 4 Bismillah semoga Awet 🙂👍;senang
Bagus, sesuai pesanan Barang ori;senang
barang terkirim dalam keadaan baik seller fast respon ukuran pas;senang
Bentuk dan ukuran: sesuai Aroma: sepatu baru Daya tahan pakai: sangat bagus barang sampai dengan baik dan realpict;senang
Gk nyangka barang bagus enak di pakai dan nyaman;senang
Pengiriman cepat, barang sesuai pesanan. trmksh;senang
alhamdulillah masyaAlloh akhirnya nyampee dengan cepat dapat harga promo cuma 85rb an mkasih aero 💛👌🏻;senang
Barangnya sudah sampai kk ternyata yg di poto sama dengan aslinya barangnya bagus dan kualitas produk menarik sekali lagi terima kasih atas barangnya kak❤️🥰☺️🙏;senang
Bentuk dan ukuran: Pas tidak terlalu sempit Warna: Hitam putih Mantap sepatunya;netral
Review jujur lengkap di YouTube (Asper Rando TV) Udh oke bgt sih sebenarnya 🙏;senang
barang sudah mendarat dengan mulus sesuai dengan gambarnya pas banget.;netral
Sepatunya keren , belum di coba sih ukuran nya pas atau nggak.;netral
Bagus bgt,sesuai deskripsi,estimasi sesuai,puas bgt pokokke...;senang
Terbaik emang aerostreet, produk lokal gak kalah saing;senang
Keren sesuai sama di foto tpi belum tau ketahuannya tpi jahitan rapi banget;netral
bagussss bgt sesuai sama ukurannn dan ga lamaaa ngirimnya;netral
Paket telah sampai ketempat tujuan dengan selamat. Mantap...barang nya sesuai dengan yang dipesan pokok nya sipp banget lah...👍👍;netral
Sepatu nya mantap, udah yg ke 3 kali nya saya belik,gak pernah kecewa sama sekali, produk lokal memang mantap;marah
mantap, nyaman dipakai, ukurannya pas;netral
ok, bro .... barang bagus dan cepat sampai ke alamat;senang
Alhamdulillah paket cepett bnget sampainya , barng amaaan .. daan pak suu sukaaa bangett spatu nyaa 😍😍😍;netral
mantap,baguss bangett sukaa pokoknya;netral
Sangat kece dan Feelnya sangat solid.;senang
Warna: hitam Bentuk dan ukuran: 41 (pas);netral
Aerostreet gak pernah gagal produknya;sedih
KEREN, MANTAP, NYAMAN...👍🏻;netral
Produk lokal paling rekomen, Produk yang di terima sesuai dengan deskripsi dan foto, kualitas bahan pun sangat bagus, semoga awet Warna: Sesuai foto Bentuk dan ukuran: Sesuai deskripsi yang di sampaikan di deskripsi produk Daya tahan pakai: Bahan tebal dan nyaman di pakai;senang
Bentuk dan ukuran: pass Aroma: harum Daya tahan pakai: awett karena pakai injection mould Warna: hitam pekat cuman agak sayang dibagian plong mata ayam tempat buat tali agak sedikit miring dibagian depan tapi its okee masih bagus,,btw ini pembelian sepatu aero yang ke 9;netral
Bentuk dan ukuran: Bentuk Terkini, Ukuran Pas.. Daya tahan pakai: Pasti Awet karena ini sudah yang ke-8 kali beli produk Aerosteet Cintailah Ploduk-ploduk Indonesia;senang
Bagus,bahan tebel, nyaman dipakai,the bestt;netral
keren banget sepatunya, nyaman dan sesuai ukuran, bahannya high quality, mantep Aerostreet👌🏻;netral
Produk Aero Street emang the best quality,untuk yang kesekian kalinya beli produk ini dan selalu puas,anakku seneng banget,warna dan ukuran cocok,pengirimannya cepat,packing aman.Makasih seller,semoga semakin laris manis.Aamiin;netral
bagus sepatunya, bahannya ebak dipake, insole juga padet tebel gitu, buat dipake buat seharian gk ada gangguan sama sekali, puas beli disini;senang
Cepet banget sampenya, Produk original,sesuai pesanan, Ukuran pas, 👍 Warna: Hitam Bentuk dan ukuran: Sesuai Aroma: Baru Daya tahan pakai: Lama;netral
kotaknya penyok karna tidak ada tambahan buble warp/kemasan tambahan;netral
Kualitas oke, lumayan cepet nyampe juga, awalnya takut gk muat karna kaki UK 40 tapi order UK 41, ternyata pas lebih dikit aja, kotak nya penyok mungkin kejepit/ketimpa selama perjalanan  4 star dulu ya min, tapi overall worth it;marah
modelnya bagus, nyaman, solnya gk selip, cuman sayang, solnya ketebelan, jadi pas make agak gimana gitu;senang
Kualitas bagus, rapi, nyaman di pakai, cuma kurang presisi aja kiri dan kanannya, tapi yang lain nya udh oke banget;senang
seperti biasanya  ukurannya pas, kualitasnya bagus packing rapih banget pengiriman juga cepet;senang
Bentuk dan ukuran: bentuk nya bagus. ukuran 40 pas di kaki Warna: hitam putih cocok untuk kerja,sekolah,maupun jalan jalan PRODUK DALAM NEGERI JOSSS MANTAP;senang
bagus sih sepatunya, tapi ada minus dikit di outsole ada sobek kecil jadi kalo dipake jalan kyk keluar angin gitu, tapi gpp lah maklum, untuk evaluasi aja kedepannya moga lebih baik lagi;senang
Sepatunya bagus, bahannya empuk, pengiriman juga super cepat. semoga tahan lama dan bisa buat nemenin aktivitas. Beli sepatu buat tes UTBK;senang
sangat baguss, cocok dipakai, ukurannya pas dan wanrnanya hitam pekat bagus sangat baguss;senang
Kedua kalinya pesen sepatu di aerostreet..bahan masih yang bagus dan nyaman dipakai;senang
makasih paketnya udah Datang,dengan amanah,barangnya original,proses nya cepat,pengiriman ya cepat,sampai tujuan,bisa buat Langganan klau beli lagi. buat toko nya amanah tak doakan Selalu lancar rezekinya amin.;senang
Sesuai deskripsi Jujur produknya bagus dgn harga segitu , saran aja bagi yg mau beli baiknya ukuranya dinaikan dikit Dari ukuran kaki , biar lebih nyaman saat pakai kaos kaki;senang
Bentuk dan ukuran: Ukurannya pas kualitas juga bagus;senang
Promo 9.9 dpt harga 97K sudah termasuk ongkir, barang hanya 1 hari cepat sampai, ukuran pas dan cocok dipakai buat kerja/sekolah/jalan-jalan 👍;senang
Bentuk dan ukuran: Desain nya lumayan bagus dan oke tapi ukurannya agak sempit sedikit aja padahal ukuran 42 🤣 Warna: Hitam pekat bagus;senang
Varian :hitam putih 41 Bahan bagun empuk bahan kanpas ringan di paken ke mana mana,pake sekolah bisa,kerja bisa  Pokonya debes👍;netral
Pengiriman cepat, dan barangnya bagus dipakai juga nyaman;senang
