text;emotion
kaos kakinya tebal dan bagus.. mantap gan, pengiriman cepat top seller;senang
kaos kakinya tebal dan bagus.. mantap gan, pengiriman cepat top seller;senang
warna kurang sesuai descrips;senang
Produk bagus tapi lebih baik pengemasan ditambah bubble wrap;senang
kocak bgt beli baru harusnya kinclong, ini malah kayak beli barang obralan cuci gudang sepatu nya kotor berdebu terus dipackingnya cuma pakai plastik doang kecewa parah, untung aja sepatunya masih bagus emang cuma minusnya butuh mandi aja;senang
Kurang puas sama si penyiar. Aku nanya panjang kaki 24 cm suruh ambil ukuran 28 pati gak masih ke kecilan padahal aku udah ambil ukuran 29 loh kecewa sih si peyiar livenya. Gak niat;senang
Lokal;netral
Bagus dan sesuai;senang
Paket tidak sampai tapi ddi kasih keterangan di terima oleh customer. Dan tidak ada bukti bahwa barang telah di terima atau sudah sampai;netral
bahannya luntur;netral
bagus tpi salah pesen ukuran😭 harusnya xxl malah xl;netral
Bagus;senang
brg ny bagus sesuai dengan pesanan;senang
Bge;netral
Kualitas produk: Ok;netral
Kualitas produk: Bagus;senang
Bjunya bgus gk nyesal bli d'tko ini trus....;netral
Kualitas produk: Baik;senang
Bagus;senang
Bagus;senang
Good;senang
Cocok keren;senang
Mayan dengan harga segitu, hehe lokalan dlu ye kan;netral
untuk ukuran kecil,wanginya gampang ilang dan kayak ada bau2 refilnya;marah
Tidak suka;senang
Kebesaran;senang
biasa pakai XL pas, klo ini agak sedikit longgar, tapi masih oke;senang
ukuran pas, tapi ada warna putih muncul disekitar area tali sepatu, cukup menggangu;senang
TB 177 cm, BB 75, sangat ngepres pakai size 32 ini;senang
TB 177 cm, BB 75, sangat ngepres pakai size 32 ini;senang
TB 177 cm, BB 75, sangat ngepres pakai size 32 ini;senang
biasa pakai XL pas, klo ini agak sedikit longgar, tapi masih oke;senang
ukuran pas, ada sisi yang nekuk;netral
kantong sebelah kiri lebih kecil dari sebelah kanan;netral
"Bagus
Bentuk dan ukuran: Pas
Daya tahan pakai: Insya Allah";senang
Kualitas produk: Bagus;senang
"Bahan bagus sesuai dgn yg difoto
Tapi sayangnya dibagian lengan ada sobek sedikit";senang
dari semua varian parfum utk cowo, cuma 2 yg kurang masuk selera saya, yg lainnya sudah ok dan bisa di pakai bergantian setiap hari.. thanks;netral
dari semua varian parfum utk cowo, cuma 2 yg kurang masuk selera saya, yg lainnya sudah ok dan bisa di pakai bergantian setiap hari.. thanks;netral
Bahan,sesuai dengan yg digambar,bagus,warnanya bagus tapi lama;senang
Alhamdulillah;senang
Overall nyaman di pakai, cuma gk tau knp itu potongannya kurang rapi;senang
Ini review jujur aku. Aku suka pakai sepatu aerostreet tapi sendalnya TIDAK. Bahannya lebih jelek dari sandal 20 ribuan? Serasa pakai karton. Jahitannya lepas2, bagian atas jari serasa ketusuk padahal ukurannya udah pas. Aku gatau kenapa reviewnya pada bagus2 atau punyaku sendiri aja yg gini ya?;senang
tidak ada fitur penukaran size untuk produk sepatu;senang
tidak ada fitur penukaran size untuk produk sepatu;senang
Bingung mau ngasih bintang berapa karena ga ada fitur penukaran size. Panjang telapak kaki 23 cm, akhirnya milih size 37 yang deskripsinya untuk panjang kaki 23.9 cm tapi kekecilan dan ga bisa ditukar.;senang
Product quality: Overall biasa ga sedarderdor Noble menurutku ya;senang
Product quality: Lumayan;senang
Product quality: Nyegrak bro aduhh;netral
Lumayan lah;senang
Hanya masukan Warna kurang terang;netral
Barang sesuai pesanan, packing aman, tp kekecilan;senang
kotor:(;netral
Barang bagus;senang
Untuk size 39 ukurannya terlalu kecil jika anda memiliki size 39 saran ambil no 40,;marah
ssmoga barangnya aman, karena belum posisi msh di kampung;senang
"Cuma ngk suka sama cetakan outsole yang ngk rapi, kelihatan banget klo di lihat orang.
Jahitannya juga, tpi ngk masalah buatku.
Daya tahan pakai: Outsole nya tipis banget jadi harus hati""
Selebihnya puas banget, pemakaiannya nyaman, insolenya empuk banget, desainnya juga mantap";senang
Ngolok ngolok dan tertawain pelanggan saat live;netral
Ngolok ngolok dan tertawain pelanggan saat live. Seharusnya cara nya yg baik;senang
Ngolok ngolok dan tertawain pelanggan saat live;netral
Ngolok ngolok dan tertawain pelanggan saat live;netral
Ngo sesuai ukuran;senang
Kebesaran;senang
Warna gelap ngk sesuai gambar;senang
Untuk bahan nya gak seperti aerostreet yang lain ini agak tipis;netral
agak kecewa sih biasanya beli size ini pasti pas dan nyaman, tp di tipe ini kok kecil bgt harus nya klo emag beda di kasih info biar tau konsumen karena ini online jd g bs di coba jd hrus ada standart ukuran yg pas..;senang
Kualitas produk: Bagus cuma kainnya sedikit nerawang;senang
Maaf kak bahannya tipis;senang
Tipis;netral
Tipis;netral
Kain halus bagian dalamnya banyak banget yang nempel di kulit. Selebihnya sangat bagus;senang
Bagus, enteng...cuma kurang lebar;senang
bagussss;netral
biasa;senang
wangi;netral
bsgus;netral
biasa;senang
biasa;senang
wangi;netral
biasa;senang
biasa;senang
"barang bagus ngga ada minus👍 
tapi pengiriman nya lama hampir 1 Minggu an tapi gpp mungkin efek cuti lebaran.alhamdulillah barang bagus ,saya kasih bintang 4 karna pengiriman nya lama sekali.";senang
baunya mirip parfum cassablanca;marah
Lumayan kecewa sih karena size XL nya kecil, tapi kainnya OK;netral
terlalu strong, ini lebih kek parfum gatsby yg di alfa atau indomart, baru lavender nya tipis banget lebih dominan bau bergamot nya... dan juga ini kurang cocok untuk kaum gen Z lebih cocok ke bapak bapak. RATE 6/10;marah
Harganya murah sesuai dengan kwalitasnya sih, bahan jelek dan ga nyaman di pake...jahitan parah tidak rapi...sangat kecewa.;senang
bagus, bahannya adem;senang
Bagian lehernya kecil baget, kecekik di leher;netral
Jahitan gak rapih di bagian bahu;senang
Tipis menerawang;netral
sepatunya si bagus cuma packing nya yang ga bagus,sepatu saya basah kena air,karena packingnya cuma di lapisi plastik bening satu lapis doang;senang
Lumayan bagus;senang
Expedisi cepat barang real bagus;senang
Bagus sekali;senang
agak cacat bawahnya :(;marah
L nya knp GK sesuai (kecil);senang
Kualitas produk: Bagus;senang
respon penjual ditingkatkan lagi;senang
respon penjual ditingkatkan lagi;senang
respon penjual ditingkatkan lagi;senang
Produk kurang memuaskan tidak sesuai dengan gambar, bahan baju nya tipis dan ukuran yang ga sesuai;senang
Barang sesuai;senang
Bajunya lumayan bagus dr segi sablon dan kainnya, utk paketannya nyampe ke tmpat saya lumayan cepat dlm 3 hari.;senang
Bagus tp ternyata slopnya kecil gk cocok buat kaki lebar;senang
"Bentuk dan ukuran: sesuai
Warna: abu burgundy
kardus penyok, barang masih okay tdk lecet. sudah test okay punya.. nyaman";senang
bagus;senang
Bagus sesuai harga;senang
mantap banget, maybe next kemeja dengan warna yg beda;senang
untuk kualitas sepatunya bagus mid sol nya tebel  nyaman digunakan semoga awet... tapi sayang jaitan benang nya masih kurang rapi masih banyak kelebihan benang nya... untung saya detail... di foto hanya beberapa sisanya sudah saya rapikan sendiri benangnya sebelum saya buat riview nih sepatu;senang
Berat tpi bngussss;netral
baguss aja si;netral
sudah menggunakan proteksi keamanan, hanya dus saja, pesan warna hitam yang datang warna merah abu.;senang
Mantap kurirnya kurang enak;senang
Pengiriman telat banget!!!;netral
Pengiriman telat banget!!!;netral
Satu ini sablon nya kurang;netral
Mantap;senang
Mantap;senang
Ukuran 42 tapi kecil;netral
MAKASIH, BAGUS BANGET TAPI KEBESARAN WKWKWK!!!;senang
Bagus kainnya, tapi beda sama yang tahun kemarin, tahun lalu beli juga kainnya lebih bagus,,;senang
Keren;senang
Keren, kualitas kainnya udah beda sama tahun lalu;senang
Bagus,, tapi kainnya agak berbeda sama tahun lalu, tahun lalu lebih bagus;senang
aku kira ini buat cewe ama cowo,tapi pas nyampe malah kayak pure buat cewe;netral
"packing harus lebih tertutup lg minimal kasih plastik hitam, jgn polosan cuma dikasih plastik bening sehingga nampak kalo itu paket isinya sepatu..
sekalian promosi ?
Bentuk dan ukuran: oke
Warna: oke";senang
Pengiriman cepat, dan barang lumayan lah;senang
Jahitan tidak rapi, ada cetakan yang menonjol tidak rapi juga;senang
ukuran agak kebesaran padahal unisex, beda sama yang lain;senang
"ukuran pas
bahan lebih tipis dan kurang halus
motif kurang bagus";senang
43 ny besar;senang
cakep lbh murah di sini dripda di ******** semoga fitur dan mitranya sejahtera ✨;senang
Barang sesuwai....sipp;netral
Kaos ada yg lubang;netral
Bagus banget;senang
Barang nya bagus lumayan juga secara desain;senang
Ok;netral
bagus , cuman baru sekali cuci aga luntur;senang
Bahan katun adem, tapi nge pas bgt ambil ukuran xl untuk BB 70kg;netral
Standar bgt ga wah 👍;netral
Sep;netral
Ok;netral
Ok;netral
Kurang suka;senang
Jahitannya kurang rapi sama talinya agak acak acakan but its okay lah 4 stars dulu untuk buy yg kali ini overall everythings fine cocok untuk pemakaian casual;senang
Mantul tul;netral
Yang datang sesuai pesanan.Makasih atas barang nya;senang
Barang bagus;senang
Untuk kualitas sesuai dengan harga, tapi untuk ukran yang sya beli 41, lbih kcil, berasa ukran 40, jadi sangat sempit.;senang
kurang besar dikit di ukuran 39 empuk juga oke;senang
cepet kotor;netral
"Kualitas produk: Baik dan nyaman di pakai nya
Tapi sangat d sayang kan pengiriman nya lama d aplikasi nya paling lama 30/03/2025 
Sampae nya baru hari ini 06/04/2025";senang
Bagus;senang
Jahitan kurang rapih masih ada yang keluar-keluar, untuk keseluruhan sepatunya baguss.;senang
ukuran lengan terlalu panjang dan besar (di keterangan 22.5 cm, kenyataan 25.5 cm), sangat berbeda dengan pembelian sebelumnya, pdhl pada kategori dan ukuran yg sama (see picture);senang
ukuran lengan terlalu panjang dan besar (di keterangan 22.5 cm, kenyataan 25.5 cm), sangat berbeda dengan pembelian sebelumnya, pdhl pada kategori dan ukuran yg sama (see picture);senang
Katanya beli 2 gratis 1, punyaku gak ada gratisan nya...hoax nih;senang
"Yaa makasih
Barang sesuai dengan yang di tampilkan di toko";senang
ini biasa aja, sablon jelek bener sablon yang dicuci bakal kelopek kalo di setrika bakal melepuh kurang bagus , ini tolong dibenahi tuh product nya;senang
Bajunya sangat bagus.;senang
"Bentuk dan ukuran: Pas
Warna: Sesuai";senang
Ribet;netral
Sesuai;senang
Bahan nyaman dipakai, jahitan rapi. Bahannya jatuh di badan, bagian lengan agak kurang sesuai dengan harapan saya yang membayangkan kelihatan seperti foto produk.;senang
Bagusss;netral
bagusenakwanginyatahanlamaeleganwanginyaenakgngeboringinfreshbebasdaribaubbdanmatahqri;netral
kok dikirimnya sendal;netral
Kotor, kayak jamuran gitu. Mana yang sebelah kanan untuk tapaknya itu gak rata weh, bikin sakit kaki. Nyesel gue beli, mending beli di toko nambah 50k juga udah dapat yang bagus;senang
Baju bagus tapi bahannya kurang halus kalau di pakai panas , tapi tidak masalah saya tetap suka model nya baju;senang
Lumayan;senang
kualitas alas karetnya kurang bagus, licin;senang
Mantap full;senang
Bahan empuk dan tidak licin bahkan saat basah. Ukuran tepat dan masih ada ruang lega. Kualitas bahan dan cetakan sedikit kurang, terlihat beberapa rembesan di garis cetakan dan di bagian bawah sendal terdapat titik yang rata besar sendiri di tengah profil zig zag. Cocok untuk harga diskon ~50k, mungkin masih bisa dimaklumi juga di harga asli 110k;senang
Bagus kain nya....;senang
Barang kece abis;netral
Saya kira ukuran 43 sudah besar ternyata ukuran 43 kecil banget jadi susah dipakai. Mengecewakan sekali.;senang
"Model dan bahan ok
Tapi ukuran nya agak ramping(kecil) di banding merek lain
Tapi Masih ok";senang
Ukuran xlnya agak besar;senang
Bagus barangnya;senang
Paketny tidak smpai di saya;netral
"Agak pupul males balikin nya ribet
Kualitas produk: Agak pupul";netral
Bagus sekali;senang
ada noda;sedih
Tapi so far so good. Thankyou!;senang
Atau emang karna expedisinya yg ngeselin,;netral
Barangnya bagus, so so lah, cuma lamaaaaaaa banget sampainya;senang
Lagi tanggal merah libur lebaran;netral
Entah saat saya order karna;netral
Kais nya tipis ga sesuai expettasi;senang
Beda sama yg hitam yg saya beli di malll kecewa bangettt  bahan kurang halus;senang
bagus;senang
Warna bordir aj beda yg di pesan hijau sablonnanya yg datang putih tpi bgslh;senang
Bagus semoga awet, t.;senang
Kaos ternyaman;senang
mantap;senang
"Shape and size: Pas
Scent: Ya ala sepatu baru
Wearability: Sol lumayan berat
Color: Cantik";senang
Pengiriman cepat,bahan adem,nyaman dipake y;netral
terdapat lekukan pada sepatu;netral
"Pengiriman lama packing kurang safety cumn kotak sama plastik ga ada bubble wrap untung aja ga penyok tuh sepatu kotak ny aja penyok"" sepatu okeh aman bgus produk lokal tapi tolong buat packingan lebih safety biar barang sampai dengan selamat";senang
ini gimana ceritanya, packingnya dak di lapis bubble warp cuma plastic bening itupun ada yang udah sobek 😭padahal sebelumnya pas pesen sepatu yang cell edisi dragonball sama joker masih di bubble warp,... tapi untungnya gapapa isinya, jadi aku kasih bintang 4 untuk yang kali ini karena packaging over all barangnya bagus👌🏼;senang
Mantap;senang
"Jahitan tidak rapi
Banyak detil kecil yang tidak bagus
Kualitas seperti barang reject yang tidak lolos QC
Kurang puas";senang
Mantap, barang sampai dengan selamat kualitas ok ukuran pas cocok banget...;senang
padahal ukuran sama yg L tapi ini ko aga gedean yaa, bahannya juga lebij tipis dari yg biasanya aku beli. padhaal baju siami semua dari aero;senang
baguss;netral
Barang sampai dengan aman, walau sedikit basah karena perjuangan si mamang kurir jalankan hujan, badai saja di terjang demi family;senang
Jahitannya kurang rapi, mohon lebih teliti lagi yah 🙏🙏🙏;senang
"Barang sampai dengan selamat 3-4 hari, 
Bujang ku suka";senang
Buku dan nya tipis, untung aja engga rusak, tapi kualitas bagus;netral
Meski paket nya sudah datang, tapii paketnya ada yg ngambil belum jodohnya kali dan ada yg lebih membutuhkan dari pada saya,, fix kesalahan saya pribadi harusnya kirim ke alamat kantor aja;netral
Wangi ny terlalu strong, lumayan tahan lama;senang
Kurang rapih;senang
Bagus beli di sini gak pernah kecewa;netral
Kualitasnya oke, cuma agak kotor sedikit sepatunya 👍;senang
Nice barang sesuai;senang
packingnya rada mengkhawatirkan. cuma dibungkus plastik bening tipis yg ada sobekannya.;sedih
Bagus;senang
Bahan bagus tapi sayang ada lecet dikit ada bagian yg ngelupas sedikit padahal mau buat kado huhuhu🥲🥹;senang
Realpict,pas sesuai ukuran yg dipesan. Sudah langganan di aerostreet.;senang
kebesaran ternyata tapi bagus, -1 bubble wrap;senang
Salah kirim warna, penanganan komplain tidak memuaskan;marah
"kardus robek
sepatu mantaf";netral
"mau tuker aja gk boleh, pdhl ga saya apa""in sepatu nya, saya minta tuker karena kekecilan.";netral
Terdapat jahitan/benang hitam yang menancap di midsole sepatu jadi tolong lebih di perhatikan lagi;netral
Bagus;senang
standar;netral
standar;netral
Terlalu ngepas sih di kaki saya untuk ukuran 42 ini, harusnya ambil size 43 tadi, tapi Masih nyamanlahh buat dipake jalan jalan;netral
Ok sip lah👍;netral
kualitasnya bgus tpi sayangnya kardusnya ga dipkein bubble wrap jdinya pda penyok robek juga kardusnya;senang
Mantap barangnya;senang
pengiriman 6 hari, datang kondisi masih oke;netral
"Baca komen"" sendal nya kekecilan, dilebihin ukurannya dari yg biasa dibeli onlen malah kebesaran. Tpi overall bagus sih. Thanks seller semoga awet";senang
"Baca komen"" sendal nya kekecilan, dilebihin ukurannya dari yg biasa dibeli onlen malah kebesaran. Tpi overall bagus sih. Thanks seller semoga awet";senang
"Bagus coy, high quality
Agak minus di jaitannnya aja si, kurang rapih

oiya yg mau co naikin 1 size di ataas size kalian, biar ga terlalu ngepress";senang
Mantap;senang
Keren, mantap insyaallah mau order lagi nanti 🙏🏻😁;senang
Baik;senang
👍;netral
"Co spatu Austin coktu bs COD. stlh bs co konfirmasi gk bs COD. Klu gk bs knp diaktifin??? 
batalkan pesanan gk bs. yg dtng wrn ijo hrganya sm nggk amanah.";netral
"Ukuran pas,
Bentuk dan ukuran: Pas
Warna: Sesuai tapi sisa benang masih menjuntai dimana-mana, its ok bisa digunting sendiri";senang
Bahan bagus adem;senang
Mantul;netral
Mantul;netral
Baru kali ini saya kecewa pemeblian baju aerosstrett pedahal sdh 3xnya ni minta pengembalian di persulit haduhh langganana yang bakalan  berkurang ya karna produk ini pedahal sdh kesalahan pabrik ukuran lengan  gak sama malah cuman di kasi vocher 30k;marah
.;netral
.;netral
.;netral
.;netral
.;netral
jaitan kurang rapih, kekecilan sedikit;senang
Kualitas produk: Mantap lh;senang
"oke lumayan yah kualitas sesuai harga
ngga bagus banget ngga jelek juga";senang
...;netral
Oke;netral
aku suka sama sepatu nya empuk dan nyaman, cuma warna nya agak kurang putih ya atau memang begitu?;senang
Not bad;netral
Ini kog besar ukurannya mas;senang
selalu beli t-shirt disini, bagus dan nyaman🤍;senang
Lemnya kemana-mana;netral
Jelek barang nya;marah
Nyaman;senang
stock etalase tdk update;netral
Jahitan kurang rapi.;senang
bagus, ukuran pas;senang
Y;netral
Sepatu nya bagus, cuman banyak bangat jahitan nya yang kurang bagus.;senang
bagus;senang
Kekecilan dikit harus nya ukuran 40;netral
Kualitas produk: Lumayan tebal dan tidak menerawang. Sejuk dipakai;senang
Bahan ny kasar tdk sperti biasanya halus, saya sudah beberapa kali beli aero tp kali ini kecewa sma bahan ny;netral
tulisanya ko ditengah harusnya agak keatas tpi overall oke;senang
bahannya oke, sablonnya 😩;netral
untuk harga sekian lumayan okee, tapi sayangnya ada benang benang yang keluar dan karet2 dikit yang berlebih;senang
Gampang patah;netral
boxnya rusak dan bolong bolong, ga dikasi bubblewrap jadi boxnya resiko rusak. mungkin juga jadi rusak karna di tempat sortir ketiban sama yang lain, tapi seharusnya tetep dikasih bubblewrap biar tambah aman. alhamdulillahnya, isinya ga kenapa napa, cuma minus boxnya rusak;senang
Bagus;senang
Bagus;senang
Bahan adem. Ga ada sakunya.;netral
Good nice;senang
Nice;netral
Jobb;netral
Good;senang
Sukakk bgt 😭👊;netral
Ternyata berat ya sepatunya, tp gak apalah sesuai dengan harga;senang
Alhamdulillah;senang
Biasa pakai 41 ternyata kl pilih yg ukuran ini malah kebesaran kaya lebih 2 ukuran 😭;senang
ukuran yg dipilih 32 yg dikirim 28;netral
harga competitive kualitas bintang 5, kita support produk lokal berkualitas;senang
Pengiriman cpt barang bagus;senang
Saya beli warna hitam dan biru muda ukuran M. Tapi kualitas yg saya dapat dari 2 barang tsb berbeda. Yg hitam bagus, tebal, tidak longgar sedangkan yg biru muda tipis dan kainnya molor. Kok bisa 2 produk sama ukuran tapi kualitasnya beda?;senang
mantap;senang
bahannya khas aerostreet yaak, dan syukur alhamdulillah panjang badannya sesuai tidak seperti yang saya beli waktu itu, ada improve entah hanya produk ini saja atau semuanya saya belum tau, overall bagus banget, panjang bajunya sesuai, bahannya ademm, mantap jiwa;senang
Kebesaran;senang
barangnya oke tapi yang datang beda warna😢;netral
2 minggu;netral
lingkar leher agak besar;senang
sandalnya kurang lebar untuk ukuran kaki 43/28cm, terasa sempit meski panjangnya cukup.;senang
Cukup;senang
Sandalnya bagus tapi kotak kenapa gak di bungkus;senang
keren dah pokonya;senang
Terdapat minor error perihal toleransi ukuran. Tapi bagus;senang
Bagus sesuai sma yg d pesan sendal,y;senang
Barang bagus..pengiriman lama;netral
Sebenarnya oke sih tapi size yg dikirim salah;netral
Spatunya bagus,Namun terdapat titik2 noda, dos penyok2, bekas jahitan tdak rapi, bagian bawah sol tidak dirapikan. Overall agak kecewa sih. Harus dibersihkan lagi, semoga nodanya bisa hilang. Padahal mau repeat order sepatu lainnya malah dibikin kecewa. Ukuran mepet, baiknya nmbh 1 ukrn;sedih
Cuman clown Joker .. Sayang stikernya rada miring sedikit... Jadi kalo di pakai terkesan jomplang ke atas kalo di lihat... Saran sie.. Sebelum di kirim chek lagi kwalitanya bang.. Biyar pelanggaran pada tidak lari..  Next order lagi.. Kalo soal kwalitas sie oke banget bang;netral
bocor parfumnya ga bau jd nya lama pula;marah
minus gak ada sticker;netral
Warna dan ukuran sesuai;senang
kekecilan..mau dituker aja;netral
Sesuai;senang
Sesuai;senang
Udah beli 2 kali tapi yg terakhir ini barang cacat, tolong lah d teliti klo dijual jahitan nya miring masak jahitan di depan, harusny d samping;senang
Kekecilan bagt;netral
warna nya agak gelap ternyata yaa lebih ke dark blue;senang
Bahannya agak tipis dari yg awal² beli;netral
Bahannya lebih tipis dari beli yg awal² dulu;netral
Sudah 2 kali beli , kyaknya tebal yang kainnya hitam deh;netral
Sudah 2 kali beli , kyaknya tebal yang kainnya hitam deh;netral
.;netral
Tutupnya ga kenceng jdi diperjalanan ada parfum yg tumpah;netral
Produk baik;senang
pengiriman cepat;senang
Sesuai harga;senang
Pengiriman lama👎🏻;netral
bagusss tapi kebesaran di saya;senang
Oke;netral
sae pisan;netral
Jahitan pinggir udah hampir ke buka, kualitas jahitan kurang kuat pemakaian baru 2 minggu.;senang
Keren;senang
Kualitas produk: bahan tipis ga tebel hodie seharga 300;netral
Bagus;senang
Bagus;senang
Not bad;netral
Bagus sih cuma kekecilan kalo mengikuti tabel ukuran panjang telapak kaki.;senang
Bagus;senang
Bgs;netral
Bagus;senang
Tap;netral
bahan oke bagus tapi ada yg cacat di jaitan nya malas bgt ga bintang lima;senang
B;netral
Kebesaran ternyata tydac bs ditukar. Mengsedih;senang
Beli 41 kebesaran beli 40 kekecilan...sulit;senang
"Gimana nih min, 
PackagingNya nempel di kainnya, Sad deh !!!
Bagus dan tebel sih, cmn bt bgt plastiknya nempel 😤";senang
Kebesaran;senang
Salah ukuran;marah
Bagus;senang
Bagus;senang
ternyata ke besaran;senang
Produk bagus pengiriman jelek;senang
𝙿𝚊𝚛𝚊𝚑 𝚔𝚎𝚛𝚊𝚗 𝚔𝚕𝚒 𝚋𝚘𝚜𝚔𝚞𝚞;netral
semiga awet;netral
Lumayan;senang
"Sorri kk,Kenapa warnanya kayak celana kotor ya?
Dak sesuai dengan gambar agak keliatan bersih..
Dan juga biasa klu kita beli celana baru lubang kancing belum dilubangi kenapa ini sdh dikancing?";senang
"Pengiriman lama bet mungkin krna uda meped lebaran kali yah tapi untung sampai sebelum lebaran tiba, 
Real pict sih bahannya halus ss bangett euyy warnanya pinky2😂";senang
Bhnnya adem;netral
Ada jaitan sekitar 1-2cm di ooutsol putih luarnya jelas banget, mau di ilangin susah harus di cabut jadi ribet, kecewa dikit. Insol kaki enak empuk, outsol nya berat banget jaitan biasa aja. Lumayan dengan harga segitu minus kecewa cacat jaitan di outsol aja, sekelas brand lokal terkenal sayang.;senang
Jos;senang
Bagus sesuai harga;senang
Wanginya unik;senang
Cemen kekecilan bukannya cepat diprosesnya malah dilamain hadeh...;senang
"Bajunya bagus, kaennya tebal dan nyaman, cuman minusnya kreseknya kebuka pass datang, tapi Alhamdulillah barang nya baik"" saja.
Intinya kualitasnya aman dan nyaman.";senang
Buruk;marah
Kegedean size gbs di tuker🙄;netral
Udah di trima;netral
baguss;netral
Bahan tipis TDK seperti sebelumnya;netral
Sepatunya bagus, cakep, bahannya bagus. Tapi perlu diperhatikan lgi qc nya. Masih ada sisa lem, sisa2 benang yg mekar. Trus ada bagian yg beda kaya di foto;senang
Sedikit kebesaran;senang
celana sempit tidak sesuai dengan standar ukuran 36 pada umumnya;senang
Kualitas berkurang;netral
Kualitas berkurang;netral
Kualitas berkurang;netral
Barang oke, tapi kurang slim;netral
"kecill L nya
bahan lumayan adem";senang
Bagus;senang
Bagus;senang
Ternyata lebih besar dr yg lainnya, tapi bagus anakku suka;senang
Produk nya bagus qu sukaa ,next order lagi tapi beda warna;senang
"Gatahan lama wanginya, kecoa euyy 

Packing dan bungkusnya TheBest!!!";netral
Pas enteng empuk;netral
Lumayan;senang
Lumayan;senang
Lumayan;senang
Tidak sesuai jlek;senang
bagus bgt;senang
Sesuai pesanan;senang
"bagus lumayan utk harga segitu, cuma ada jahitan yang kurang rapi aja sedikit
utk packaging nya yaa tolong di perbaiki lagi cuma di kardus sama plastik ajaa kurang bgt deh minimal isi buble wrap lah masa cuma gitu aja packaging nya utk sepatunya ga rusak";senang
yg di kirim warna item bg🗿;netral
Barangnya uda nyampe, bahannya lembut tebal banget,ambil size nya M ternyata masih besar juga ukurannya.;senang
Barangnya uda nyampe,bahan bajunya lembut & tebal banget. Tokonya amanah......👍👍👍👍👍👍;senang
Barangnya uda nyampe,ukuran size M nya besar juga. Tapi bahannya bagus,lembut &tebal banget. Toko nya amanah......👍👍👍👍👍👍;senang
"Trnyata cukup berat sepatu nya,
maaf belum bintang 5 🙏";senang
Bhannya bgus enaken melar juga tp syang slah plih size kekecilan;netral
Oke;netral
Oke;netral
y;netral
sandal terlalu sempit;netral
Recommended product;netral
Kualitas produk: Lumayan;senang
Kekecilan UK 43 nya gaada terus;netral
Untuk barang blom tau,soalnya blom sya ambil di gudang, terkendala sama hari lebaran;netral
Bagus bgtt;senang
Sio;netral
Sip;netral
Lumayan sih;senang
Kegedaan dkit. Pdahal klo dr ukuran cm q kurng. Akhirnya q rebus biar kecil dkit 🤣;netral
Sesuai pesanan;senang
"Daya tahan pakai: Oke
Warna: Oke";senang
Bagus;senang
sepatunya kotor;netral
Bagus;senang
Bagus;senang
bagus;senang
Produk terlalu sederhana , buat harga segitu terlalu mahal;senang
Bli yg lengan panjang m kekecilan ,trus bli lagi yg lengan pendek size L malah besar kali;senang
Bagus bahannya tebal. Pas di bdan;senang
Bagus semua, cuma barang yg aku dapet tali nya kurang rapi, tapi gpp untuk semuanya oke punya ini barang;senang
Sempit bagian atasnya;senang
b aja;netral
b aja;netral
Joss;netral
baik;senang
baik;senang
wanginya kaya minyak apa gitu, bagus buat outdoor;senang
Kecil bangetz baunya kurang suka menurutq;senang
Kecil bangetz minyaknya baunya kurang suka;senang
Bagus;senang
jaitannya kurang rapih, box penyok dikit;senang
nice;netral
barang gk sampai;netral
barang gk sampai;netral
Ketat banget 😁;netral
Bagus;senang
Bahan tebal bagus;senang
Kualitas produk: bagus;senang
Aroma: sangat buruk;senang
"Sepatu ke3 dr Aerostreet
Suka bngt dr segi design dan warnanya, nyaman jg kalo d pake, apa lg buat berdiri lama
Mungkin lebih d perhatikan lg dr segi kualitas walaupun hrganya tergolong murah, terutama yg saya temui ada noda, langkah jahitan jg ga sama trus benang panjang jg. Tp oke lah overall suka";senang
Size 37 tapi kegedean;netral
Size 37 tapi kegedean;netral
Size 37 tapi kegedean;netral
oke;netral
"Bentuk dan ukuran: Pad
Daya tahan pakai: Bagus
Warna: Terang";senang
ngepas banget, tipe sepatu yg emg agak tebel gitu ya. lucuu warnanya, overall good;senang
Bahan kok JD lebih tipis yah dr yg sblm nya;netral
pesan size XL semua barang habis tidak konfirmasi dulu asal kirim size XXL, dan pesan warna hitam semua malah kirimnya bukan warna hitam;netral
pesan size XL semua barang habis tidak konfirmasi dulu asal kirim size XXL, dan pesan warna hitam semua malah kirimnya bukan warna hitam;netral
pesan size XL semua barang habis tidak konfirmasi dulu asal kirim size XXL, dan pesan warna hitam semua malah kirimnya bukan warna hitam;netral
nambah tipis aja bahan nya edas;netral
barang tidak ada. packing diterima dalam keadaan sobek. apa yang mau di foto kalau barang tidak ada;netral
barang tidak ada dalam kemasan, packing diterima dalam keadaan sobek. apa yg mau difoto kalau barang tidak ada;netral
Kardus nya udah ditambel aja ini;netral
Bahan berkualitas, nyaman di pakai;senang
Luntur warna nya;netral
Cakepp;netral
Keren;senang
Ukuran pas warna sesuai pic;senang
Kualitas produk: Bahannya adem;netral
Kualitas produk: Bagus;senang
Kualitas produk: Rekomend;netral
Keren;senang
Ada  sedikit kendala🙏;netral
Wanginya 2jam dah ilang;netral
