Teks Asli;Prediksi Lexicon
Produk sesuai pesanan,amanah,good job dah.  sayangnya di pengiriman,ada kendala,tapi tidak ada pemberitahuan,seharusnya update pemberitahuan,di chat jasa pengiriman baru ada respon bla..bla..bla..;senang
Alhamdulillah, nyampe dengan selamat MANTAPP +ADMINYA GERCEP GAK SLOW RESPON😍🤟;senang
Packagingnya bagus, sepatunya berkualitas, menyala Aerostreet 🔥;senang
Mantap, walaupun pengiriman nya agak tertunda tapi gapapa👍🏻;senang
Bagus sepatunya, aku dapet harga diskon 135.000 Bentuk dan ukuran: Pas Warna: Sesuai deskripsi;senang
Sampai juga pesen an nya 😅🙏 Kualitas nya sangat bagus .;senang
Barang sudah sampe dan kualitas produk nya juga mantap..saya sudah 3 kali beli tidak pernah gagal terimakasih tokoh aero street sudah melayani dengan ramah dan amanah 👍👍👍👍👍🤍🤍🤍;senang
Baguss banget, jahitannya rapi sol nya juga bagus, semoga aja awet jangka panjang;senang
Sepatu nya sudah datang,bagus banget kaya sepatu harga 500an, walaupun brand lokal tapi ga kalah keren..next order kagi;netral
Emang merek ini doang yang saya beli .. Kualitas udah gak perlu di ragukan lagi geyyss ... Terimakasih ya mas semoga makin laris tokonya;senang
bagus, pas ukuran, aerostreet paling top pokoknya😁👍🏻;senang
Kesekian kalinya beli, barang selalu bagus dan sesuai, pengiriman cepat,;senang
sepatu kecee, tapi ga nyangka aja ternyata sepatu nya lumayan tinggi ya... jadi saya udh tinggi nambah tinggi pake sepatu ini wkwk. tapi baguss, saya suka terimakasih;senang
Asli ini keren banget,baru pertama beli tp barang nya bagus & keren;senang
sesuailah lokal pride emg the best ga kalah mantap;senang
udah lama pakai produknya aerostreet, ga pernah mengecewakan. modelnya keren, nyaman di pakai, ukuran yang pas dan sesuai, mantap jiwaa !!!;senang
kurirnya agak lambat , 3 hari dipegang sama kurir gak diantar antar , dichat gak dibales  Selebihnya okey sepatunya nyaman di pakai , bagus;senang
sepatutnya baguss jangan ragu untuk beli ini sepatu rekomendasi pokoknya;sedih
"sangaat rekomen sih, tidak kalah jauh sari brand"" lain👌🏻";netral
barang bagus sesuai dengan gambar produk di toko;senang
Gokil produk lokal harus maju dinegara nya sendiri .. tapi sekarang pembelian sepatu gada kaos kaki nya ni kaya dulu.. hhmmm..;senang
Sudah menjadi langganan benar-benar awet san modelnya selalu update;senang
Ini yg ke 2xnya pesen, sayangnya ekspedisinya malah ngeselin sicepat puas pokoknya deh;senang
Bagus banget, diluar expetasi. Ukuran 39 pas di kaki 👌 Next bakalan order lagi bakalan jadi langganan deh hehe;senang
bagus bahannya semoga tahan lama terimakasih;senang
Ini ke 3x saya beli barang. Tapi untuk kali ini saya agak kecewa dgn barang yg datang. Krn kalo diliat agak tidam simstris dalam pengerjaan pd bagian belakangnya.   Lebih diperhatikanlagi, lebih teliti lagi dalam pengerjaan. Jgn smpe krn kejar target, hasil akhirnya kurang bagus.;senang
Sesuai bgt pas ukuran, saya suka sekali.. real pict mantabbb;senang
Mantapp barang sesuai kualitas bagus okee;senang
Dah mendarat ,wort it, kece lah brand lokal nih , minus kurang bubble wrap aj sih buat packing pengirimannya , selebihnya bguslah;netral
Bentuk dan ukuran: Cocok Warna: Hitam sesuai yg dipesan;senang
Kualitas the best...next co lagi cintailah produk lokal👍👍👍;senang
Recommend. buat yg lagi nyari spatu. tokonya amanah. spatu.x nyaman.;senang
Wearability: Nyaman banget dipake karna bagian insolenya empuk cuma kerasa sepatunya agak berat tapi overall buat spatu ini mantep;senang
RECOMEND BANGET SI MURAH BARANG BAGUSSSSSS 👍👍👍 DIPAKAI JUGA NAYAMAN 🔥;senang
siluet lumayan menarik, colorwaynya bagus, build quality oke sesuai harga, cukup nyaman dipake jalan;senang
Baguss bangett udah bolak-balik checkout  emang kualitas nya okeyy awett bangett lagii;senang
Bagus banget, suka sama produknya, awalnya sempet ragu, tapi akhirnya co juga😭 Sedikit kecewa karna ga dapet stiker, logo aero bagus, tolong min buatin bonus stiker🙏🙏;senang
ukuran nya pas, saran buat yang lain kalo mau beli lebihin 1 size dari yang biasa dipakai. nyaman dipakai dan slip on, jadi garibet pakai nya;senang
kualitas material dan model bagus. lebih dari cukup untuk harga segitu. kendala di ukuran. entah kenapa berbeda dengan ukuran merk yg biasa saya pakai. untuk aerostreet setingkat lebih besar, ukuran 39 berasa ukuran 40;senang
Baguss bangett pokoknya walaupun ada sedikit potongan yang kurang presisi tapi gapapa tetep bagus bangett;senang
Kualitas oke sesuai pesanan pas dikaki,tapi benang jahitan nya kurang rapi terutama disambungan nya Bentuk dan ukuran: 41;senang
Okay lah ya produk nya Semoga Awet, mungkin Next Di perhatikan Cuttingan produk supaya lebih Rapi.;senang
Lumayan, tapi aerostreet tidak mengakui kesalahan dari pihak internalnya, ukuran (cm) di deskripsi tidak sesuai dengan ukuran (cm) di sepatunya, tidak bisa di retur padahal kesalahan dari pihak mereka (padahal saya mau tuker size bukan balik dana), sekarang sepatunya terlalu kecil & gabisa di pake.;netral
Beli yang ke 2x nya, dulu beli  uk 40 kekecilan,, sekarang mantap lah passs;senang
keren dan pas, semoga awett Bentuk dan ukuran: keren, pas;senang
dari dulu cuma ngeliatin doang karna ragu ragu sekarang nge yakinin buat beli dan ternyata pas dateng bner2 puas liat dari model nya, bahan nya,😁😊;senang
PACKING TER GAK NIAT DARI SELURUH PAKET YANG GW TERIMA, (BAHKAN GW BELI PENA AJA PACKINGNYA LEBIH NIAT) APA COBAK CUMA DI BUNGKUS PLASTIK TIPIS BENING PULAK, AKHIRNYA SOBEK2 DAN UNTUNGNYA SEPATUNYA MASIH UTUH COBA KALO ILANG, TOLONG LAH SEKELAS AERO STREET MASA GA MAMPU PACKING YG AGAK NIAT SEDIKIT;senang
Bagus sepatunya ,kece dan produk asli anak negri sangat recommend untuk dipakai kegiatan sehari2 casual & harga terjangkau dikantong;senang
Bagus . Sesuai . Pass. InsyaAllah tuku maneh nek enek rejeki nek enek rejeki;senang
Barang cepat sampai, puas banget dengan modelnya keren Tapi ada jahitan yg kurang rapi dikit dan belakang sepatu sedikit menguning;senang
Barang bagusss bangget nget nget nget  Spatunya di pakai kaya nginjak bulu haluuuss;netral
Baguss banget barangnya. Cuma packingnya ga pake buble wrap Hanya pakai plastik transparant, overall oke bgt karena kotaknya juga gaada penyok;netral
Bentuk dan ukuran: Sesuai Warna: Sesuai Keren kali;senang
Pengiriman super cepat  Size sepatu jaman Bahan sepatunya bagus serta ringan;senang
Bentuk dan ukuran: Pas Aroma: Baik Daya tahan pakai: Bagus Warna: Sesuai;senang
Bagus tapi sayang aga kekecilan;senang
barang sampai dengan aman lumayan cepat , kualitasi bagus di harga segitu lembut empuk namun agak berat untuk beratnya overall nyaman sih di pke , 😁👍;senang
kualitas bagus bahan juga bagus tapi kurang di rapiin aj msih ad bnyak benang nya;senang
bagus sesuai pesanan bahan nya nyaman di pakai buat harian;senang
"Selalu bagus emang Nih Aerostret,kesukaan saya,terus berinovasi"" yg bagus"" lagi min.";senang
Puas banget harga terjangkau kualitas bagus sesuai pesanan.cm sayangnya pas dikirim hujan2an kurirnya jadi basah boxnya.;senang
keren cuy modelnya, warna mayoritas putih + nyaman dipake, gw puas sih dengan harga segini, apalagi banyak diskonnya;senang
Sepatu nya bagus keren tapi datang datang dalam keadaan box jebol dan juga untuk jahitan nya harus lebih diperhatikan lagi soalnya masih ada jahitan dan lem yang kurang rapi;senang
sepatu ketiga dari aerostreet . senyaman itu sama produk aerostreet .. keren gak harus mahal 😎;senang
barang bagus, sesuai harga harusnya bs lbh baik pakai inner yg lbh lembut + busa. btw bikin sendiri ga bisa... jadi bagus lah  thx pelapak thx toped thx para kurir;senang
Bentuk dan ukuran: Bentuk nya bagus dan ukuran nya pas Warna: Warnya keren;senang
best seller barang realpick Bentuk dan ukuran: sesuai pilihan Daya tahan pakai: bagus Warna: sesuai;senang
Alhamdulilah sepatunya elegant, bagus, enak di pakai, terimakasih sudah memberikan yang terbaik kepada konsumen, semoga berkah terus..;senang
Keren sepatu nya, biasa beli ukuran 42, kali ini beli 40 pas banget;senang
sukaaa bangettt rate 10000/10⭐️⭐️⭐️⭐️⭐️⭐️⭐️;netral
Yes, ngepas di kaki ukuran 44, nyaman dipakenya;senang
Pesanan saya sudah sampai min sepatunya ok bgt real dan sesuai ( pengiriman cepat, kurir ramah, packing rapih ) produk lokal kualitas internasional harga sangat terjangkau semoga awet, sukses terus for Aerostreet !!!;senang
sepatunya bagus, enak dan nyaman di pake stylnya ga main, pokonya terbaik lah, sukses terus;senang
Sepatu ny keren parah,ini beli yang kedua  Kurir ny ramah;senang
kualitas bagus Bentuk dan ukuran: bagus Warna: bagus;senang
Sepatunya bagus saya suka , cuma sampingnya kurang rapih aja ..lain kali bisa dirapihin lagi klo mau pesan 👍🏻👍🏻;senang
Model bagus Ukuran pass Kualitasnya oke banget Recomended buat anak sekolahan;senang
Sepatunya keren abis, harganya merakyat, bangga dengan produk lokal, tingkatkan terus kualitas produknya;senang
Dan seperti biasa gk di kasih Bublewrap jd pd Penyok kardusnya. Pdhl Pengiriman Jauh Bentuk dan ukuran: Sesuai Warna: Sesuai;senang
Mantap lurr pas di kaki, bahan nya soft untuk alas nya niceee;senang
Baguss bangett emang produk nyaa awett jugaa;netral
Mantaaaap.... Nggak pernah bikin kecewa belanja disini 👍👍👍;netral
Sepatu yg ke enam yg aq beli ini keren banget. Semua sepatu dari aerostreet bagus2 pokoknya. Mantul aerostreet.. Mantap produk lokal.;senang
Puas blnj produk aerostreet brg keren 👍👍👍, kurir nya baik n ramah..;senang
kecewa, warna putih yang di atas beda sama warna putih yang di bawah, yang di atas kayak kumuh gitu aneh parah sih ini;senang
ukuran nya pas banget untuk sepatunya baguss simple ga ribet semoga awett terimakasih Aero Street;senang
model cakep, ukuran sesuai, desain simple;senang
Bagus banget nyaman dipakai pokoknya suka banget nggk nyesel beli insyaallah next order🥰;senang
Bagus cuman di bawahnya ada benjolan dikit kurang ke potong;netral
bagus kualitas nya pokonya the best dan recommend;senang
Barang sesuai deskripsi, Recomended seller;senang
barang datang. Bagus  kemasan rapi, nyaman di pakai xie xie;senang
Sesuai deskripsi  Ukuran Joss Kwalitas recommended cm ekspedisi doank yg mengecewakan 😛;senang
barang bagus nyaman di pakai suka pokonya;senang
No 42nya agak kecil tapi masih cukup sih;senang
sepatunya bagus,nyaman dan pas banget ukurannya mudah mudahan bisa awet;senang
Mamtap ok banget. Bentuk dan ukuran: Ok Warna: Sesuai Daya tahan pakai: Ok;senang
Bentuk dan ukuran: bagus, pas Warna: sesuai intinya sepatu nya bagus, ganyesel beli di sini;senang
Kalo aerostreet mah gk udah diragukan lagi walau harga merakyat untuk kualitas bagus lah buat di pake. Terima kasih Aerostreet berkatmu saya bisa pake sepatu yang bagus dengan harga yang murah 😁;senang
Bagus bgttt sepatunya bestt pokoknya mah, bakal langganan bgt ini mah sama aerostreet🤍🤍🤍;senang
Gacorr sesuai bangett sama ekspetasi cuma bintang nya di kurangi 1 karna di chat dimintai ukuran agak judes dengan dus sepatu nya mngkin bisa di lapisi apa gitu biar gak ronyok;senang
Bentuk dan ukuran: Sesuai deskripsi;senang
Deskripsi dan asli tidak sesuai tidak bsa direturn org mau beli patokan nya deskripsi donk;senang
Sampai dengan selamat, 41 pres banget harusnya ambil 42,but its okey tetap puas dngn barangnya.;senang
Keren banget ukurannya pas bentuknya keren, warnanya sesuai;senang
mantap, barang, model, sesuai dg gambar yang ada, bagus. Yang salah saya sendiri, salah ukur panjang telapak kaki😁;senang
sepatu nya bagus cuma saya salah pesan ukuran kebesaran dan saya sudah mengajukan pengembalian barang atau penukaran sepatu tersebut ke ukuran 43 mohon di terima dgn senang hati pengajuan saya;senang
Bentuk dan ukuran: Baguss, sesuai ukuran 40 Warna: Putih hitam;senang
Bentuk dan ukuran: Baguss ga mngecewakan trs ukuran sangatt pas cocok skalii 🥰🥰🥰😍;senang
Packing kurang bagus, barang datang bungkus sudah robek, dan dalam nya kotor,  pengiriman lama banget,;senang
Bentuk dan ukuran: Baguss untuk uk pas ,, next time order lg🔥;netral
Bentuk dan ukuran: Produk lokal yg GK pernah gagal, tadinya pen co yg maximo tapi dah terlanjur yg ini next lain waktu maximo yg jadi inceran;sedih
pengiriman cepat, barang sesuai deskripsi, mantap;senang
kereennnn, udah pesen 2 kli disini, sesuai pesanan dan barang nya bagusss, tidak pernah mengecewakan, berkah selalu min #aerostreet;senang
Bagus dan sesuai sih ini, nyaman dikaki juga enak buat santai;senang
"Barang nya bagus mantap di cobain nyaman banget sampai"" Teman saya maksa mau di beli lagi  Dan kurir nya juga ramah baik";senang
ukuran dan model nya sesuai pesanan, minus cuma berat aja sepatunya;senang
Bentuk dan ukuran: Pass Kualitas josssss banget;netral
Tolong packing nya di tambah biar kotak nya gk penyok penyok;netral
Gak nyangka, ternyata bagus bangetttttt donggg..  murah pula harganyaaa. Semoga awet 🥰;senang
baguss banget, murah tapi ga murahann ❤;senang
Ril pic, nyaman, cocok buat couplean sama ayg;senang
Ril pic, nyaman, cocok buat couplean sama ayg;senang
modelnya keren, nyaman, ukurannya pas! terbaik!!;senang
Bagus, real pict dan ukuran pas;senang
Sepatunya pas, packingan gak banget seadanya aja anjir cuma pake plastik tipis mana gampng bngt koyak,;netral
Keren bgt sesuai sama pic gambar di live dan bhannya premium bgt gak rugi dah pokoknya;senang
jahitan kurang rapih, sepatu kiri mencong;senang
Bentuk dan ukuran: alhamdulilah pas di kaki semoga awet ya min;netral
Sepatu sudah sampai, overall sangat bangus dan original aerostreet 🤩;senang
Sukaa bgt sama sepatunya sampai pun cepet cuma kalau bisa kualitas packingnya ditinggkatkan lagi.;senang
Pengiriman standar,packing aman,barang yg dipesan sesuai,,,bagus bget barangnya real pict....recommend next order dsni lg;netral
Produknya bagus banget sudah pembelian ke 4, online, dan pameran;senang
Ukuran,Model sangat sesuai pesanan..thank you Aero Street👍👍👍;senang
Barang bagus Harga sesuai cocok untuk anak muda;senang
sesuap pesanan dan bagus sepatu nya lebih ringan dan nyaman terima kasih aerostreet 🙏;senang
sesuai expektasi saya dan tidak mengecewakan Bentuk dan ukuran: 41;netral
Bagus, elegan, keren dan juga tidak berat;senang
Mantap kardus masih aman, packing bagus;senang
maap baru kasih ulasan 🙏🙏,barang bagus sesuai sama pesanan terbaik,nyaman di pake;senang
sepatu lokal, keren, berkualitas, harga ramah lingkungan, ini si worth it banger;senang
Di aku kekecilan tapi baguss harus 40 kali;netral
ukuran pas bgt di kaki desain kekinian ok bgt aerostreet.;netral
Selalu pas mantab aero buat kaki lebar top bgt;senang
Sangat bagus, ini sy beli utk adek saya. Karna waktu debat cawapres kemarin Pak wakil presiden yaitu Pak Gibran beli sy pikir ini menarik dan cocok utk adek sy. Terimakasih Aerostreet n Tokped n Tiktok. Semakin sukses n berikan layanan terbaik yaa;senang
Barang nya bagus saat nyampe langsung saya pake👍👍;senang
videonya kepanjangan ga bisa di cut,  pokoknya mantaplah pastinya;senang
Barang sudah mendarat dengan aman, pas nyaman dipakai sesuai yg di harapkan;senang
Wohoo akhirnya punya juga sepatu yg dipake mas gibran;netral
Bagus mantap gak yesel beli produk nya memuaskan kan😁;senang
Bentuk dan ukuran: sesak dikit Aroma: khas spatu baruu Warna: b aja si ANJAYYY;senang
Aaa salah ukuran kekecilan 37 berarti harusnya 38 baguss bangett🥺;marah
Udh yg sekian kalinya beli di toko ini..best pokoknya Bentuk dan ukuran: Pas mantap;senang
Sesuai dengan yang dipesan model dan ukuran;senang
Bagus sesuai;senang
bagus banget kualitas nya 😍;senang
KERENNN IHHH, gaa expect bagusss bgt manaa pengiriman nyaa jugaaa cepet. sepatunyaaa bagus asli kece, apalagi kalo dipake cowoku pst tambah kece nan ganteng angjaiii HEHE. semoga awett yaaaa💋;senang
Pengiriman cepat, barangnya bagus;senang
Barang Bagus Sesuai Pesanan. Saya Suka Produk Bikinan Indonesia.;senang
Trima kasih min, paket sesuai yg di inginkan, kualitas jgn d tanya biar bintang yg berbicara😁😁👍🏻👍🏻👍🏻👍🏻;senang
Makasih Min, ini Sepatu AeroStreet ke 2 gw👍🏻;netral
bagus bgt sepatu nya udah beli yg ke-2 kalinya gk mengecewakan asli cakep bgt sepatu nya;senang
Sesuai, bagus,;senang
mantap sepatu keren harga murah 😍🥰;senang
Barang sesuai expetasi thanks aerostreet sangat recomandad;senang
Overall bagussss ngga pernah ngecewain kalo produk dari aerostreet tuh😩;netral
cocok utk hampir semua outfit yg biasa kupakai HEHE. suka banget. thanks aerostreet🤎;senang
Barang selesai dan sesuai dengan yang saya pesan, semoga awet;senang
Gk nyesel pokoknya,,dah sering beli,,the best pokokny;senang
Barang ya udah sampai bagus bngt pas di kaki Rekomend bngt poko ya gx yesel poko ya..;senang
Sepatu nya bagus banget sesuai gambar;senang
Mantap bagus . Pengiriman cepata  Kualitas okeh;senang
🔥🔥🔥menyala aero;netral
Keren sesuai ekspektasi.....;senang
Sesuai pesanan,, pengiriman cepat. Jos pokok nya. Gak bakalan kecewa;senang
Selalu puas sama produk aero, spatunya awet bgt ♥️;senang
sepatunya keren banget pokok nya kualitas nya mantap😍👍;senang
Keren bgt sih ini. Produk aero street emang gaperna gagal 🫶;senang
mantapp, keren juga ini sepatunya, ukuran pas, pengiriman juga cepet, makasih gan 👍👍👍👍👍;senang
Ada jaitan sekitar 1-2cm di ooutsol putih luarnya jelas banget, mau di ilangin susah harus di cabut jadi ribet, kecewa dikit. Insol kaki enak empuk, outsol nya berat banget jaitan biasa aja. Lumayan dengan harga segitu minus kecewa cacat jaitan di outsol aja, sekelas brand lokal terkenal sayang.;senang
Mantap, pas dan empuk enak dipake👍;senang
Bagus pas di kaki, semoga awet;senang
Bentuk dan ukuran: Sesuai semoga awet sepatu nya;senang
Gabisa berword2, langsung co aja cuy👍🏻;senang
sempurna;senang
Bagus & rapi, the best deh pokok nya;senang
Modelnya keren, nyaman dipake dan pas;senang
Kualitasnya bagus tapi ukurannya tdak sesuai dg keterangan yg ada, Ketnya no 37 ukurannya 24.4 sedangkan yg datang no 37 ukurannya 23.9;senang
ya sesuai dwngan harga segitu tidak berharap banyak dengan barang ini;senang
warna,,ukuran dan model pas...aerostreet tdk prnh mengecewakan...;netral
Bagus tapiiiii apa nungguin ya  Gak bisa buat upacara tadi aku di hukum  Gara gara pake sepatu ini;senang
Cocok kan di endorse gak nie @areostreet;senang
Mantaapppp polll pokoknyaaa Tali nyaa ganti wrna item juga cakeppp;netral
Jahitannya masih banyak yg gak rapi;senang
Bagus banget, nyaman di pake 🥰;senang
alhamdulillah barang baguuss... ringan yaa ga berat.. sole kokoh .. smoga awet;senang
Pengiriman cepat barang diterima dengan baik, sesuai dengan ekpetasi mantull😁🙌real pict;senang
Wih keren banget dengan harga yang sangat ekonomis dan kwalitas nya bintang 🌟🌟🌟🌟🌟;senang
Mantep bagus sesuai gambar alhamdulillah ga ada cacad;senang
terima kasih barang sesuai pesanan pengiriman lumayan cepat,;senang
Labubu lalabubu labubu la lalabubu labubu;netral
bahan bagus,empuk,kualitas bintang 5;senang
Bagus sepatunya.pengiriman cepat sekali 2hari baru sampek.makasi titok;senang
Alhamdulillah keponakan suka, gak tau brangnya kek gmna tpi keponakan tlp girraaang bgt hehehehhe. Percaya sma kualitas aerostreet deh;senang
Sepatu nya keren sesuai dengan gambar👍👍;senang
Soal barang gausah ditanya madev banget;netral
Barang sudah d terima, barangnya bagus dan cool, mantap 👍, trimakasih 🙏🏻;senang
Pertama kali beli. Ternyata sekeren itu😍;senang
Sipp terbaik aerostret semoga harganya stabil ya biar bisa koleksi banyak;senang
sepatu bagus,tebel  CUMAAA PERHATIKAN PENGIRIMAN ALANGKAH BAIKNYA MEMAKAI BUBLE WARP!!;senang
harga kaki 5, kualitas bintang 5;senang
Podo apik e . Panggah oke pokok e. Sesuai kabeh..;senang
Real pic sepatunya suka🤩pas di kaki anakku;senang
kirain ada kaoskakinya . tapi bagus kok;senang
Emang boleh sebagus ini??? Asli gak nyesel beli sepatu ini buat suami bagooos bgt, ga lebay tapi emg sebagus ini woy buruan beli sebelum kehabisan;senang
Barang bagus sesuai, ukurannya pass;senang
Sepatunya keren...pengiriman sangat cepat..dapat harga nyungsep lagi terima kasih tiktok dan Aerostreet;senang
Barangnya bagus dan datang dengan selamat;senang
Alhamdulillah mendarat dengan selamat,pembelian yang ke 2 ,semoga slalu di beri rejeki lncar besok beli lagi;senang
Bagus barangnya, pengantaran cepat;senang
Warna: Sesuai Bentuk dan ukuran: Pas;senang
bagusss oiiii🥹😍😍😍😍😍😍 yuk support produk lokallll🥰;netral
Barang sesuai pesanan terimakasih min👍🏼👍🏼👍🏼👍🏼;senang
barang sudh sampai ,sesuai dengan yg di pict;senang
Yuhuuuu, keren abisss pokok nyaaa, puas make aerostreet, the best lah;senang
Terima kasih banyak, sesuai dengan yang diharapkan;senang
Mantapp, joss barangnya. Pengiriman cepat poll;senang
Sudah sampai paketannya ....real produknya;netral
mantuuulll Bentuk dan ukuran: pass;netral
Mantap seller fast response;senang
Ehh kalian harus beli plis ini bagus bgtttttt;senang
Bagus,keren, pengiriman cepat Terima kasih.;senang
makasii adik aku sneng aku kadoin sepatu ini 🥰🥰;netral
Real pict.. Suka sekali..;senang
Keren banget sepatunya... sepatu aero terkeren yg gue punya;senang
bagus. ukuran pass yg d inginkan mantap lah pokok nya;senang
Pas di kaki dan nyaman;senang
Sepatu y bagus;senang
Sepatutnya keren, ukuran ngepress banget;senang
Bagus sekali 100%💥;senang
Seperti biasa sepatunya bagus udah 2 kali beli tidak mengecewakan, good job aero!;senang
Jahitan kurang rapi  Tapi oke lah;senang
thanks seller user suka buat kado ultah semoga berkah buat semuanya aminnn;senang
Bagus,mantap kali;netral
Top lah poko nya ga nyesel beli brand ini😍😍;netral
Bentuk dan ukuran: Sesuai Warna: Ok;senang
Alhamdullah udah sampai. Belum sempet di buka karna lagi di luar, semoga sesuai. Makasih seller ...;senang
Bagus. Pengiriman cepat. Sesuai pesanan;senang
Bentuk dan ukuran: 43 Warna: Hitam putih;netral
Bagus banget sesuai di gambar 🥰;senang
AeroStreet mmg yaaa... Cakeepp tenan rekkkk Suwun;netral
minta hitam putih yg datang warna putih doang....official store nguwaworr 😹😹  tapi soal kualitas boleh²✌️✌️;netral
Suka buat kado ayanggg🔥🔥🔥💥☄️;senang
Sesuai dekripsi mantap rekomen bangtt;senang
Desain sama bahan nya bagus;senang
Bagus alhamdulilah udah yang ke 3 kalinya;senang
Bentuk dan ukuran: Sangat pas Aroma: Seperti aroma sepatu baru pada umumnya Daya tahan pakai: Okee cocok untuk jalan-jalan Warna: Bagus tidak terlalu mencolok;senang
Improve nya bagus untuk Hoops Low 2.0, insole nya bagus plus gak ada lagi tempelan di belakang outsole. Saya puas buat improve nya. Kalo bisa buat Hoops warna lain bisa dibuat juga versi 2.0 nya. Sukses terus Aerostreet.;senang
Sesuai ekpestasi 😻;senang
modelnya bagus, bahannya ga murahan, pasti awet tahan lama, dipake nyaman bgt di kaki;senang
acking rapi aman pengiriman cepat barang kualitas ok semoga awet dan tahan lama udah order ke dua kali jadi langganan aero street lem kuat dan tahan lama nyaman di pake;senang
Biar bintang yg menilai 🔥🔥🔥🔥🔥🔥;senang
Sepatunya bagus dipakai enak enteng, cuma sy ambil ukuran spantunya salah kurang gede dikit harusnya 43, ini ukuran 42;senang
Bentuk dan ukuran: pas banget loh ya Aroma: aroma pabrik loh ya Daya tahan pakai: semoga awet loh ya Warna: warna nya ga pudar loh ya btw ini kok ada minus di outsolnya wak, ada coretan pulpen tapi gapapa loh ya ga ngaruh;senang
Bahannya bagus, ukurannya Indonesia bangettt Aku pikir ukuran 40 bakalan pas banget ternyata agak besar;senang
ukuran pas gk kebesaran gak kekecilan. bahan bagus. worth it lah untuk harga segini;senang
bagus banget sepatu nya tapi sayang kardusnya aga rusak padahal buat jadian aniv;senang
agak kekecilan untuk ukuran 40,biasanya pake 40 agak longgar ini ngepres,tapi ok sih,cuma pengiriman agak lama diekspedisinya;senang
Mantaap,,saya suka saya suka kualitas bahan bagus murah bukan murahan;senang
Sesuai pesanan, barang cepet sampai nya. Mines nya cuma agak kotor dikit dan dus nya penyok;senang
Bentuk dan ukuran: Bentuknya sesuai gada penyok sama sekali & ukurannya pas🤩 Warna: Warna sesuai dengan yang di gambar, tdk ada noda sedikitpun;senang
modelnya keren, tapi ada bekas kuning2 di bagian sol belakang kayaknya efek cetakan sol nya yaa potongan di bagian bawa juga masih ada burry nya belum cukup dirapihin finishingnya  but overall tetep oke kok dengan harga segitu 👌;senang
Barang bagus sesuai foto cuma sayang kardusnya penyok tapi barang aman;senang
Sepatunya lumayan bagus tapi klo dibandingin mending sklian beli seri hoops gen pertama aja, agak beda sama gen keduanya, untuk detail bagus dari segi bahan tapi bagian sol bawah ada yg ga kepotong sisa karetnya jd nya kurang rapi aja terus pas pengiriman packing nya ga pke bblle warp. Kcwa dikit;senang
Sesuai pesanan  ,mantap .jadi pengen beli lagii hahahahahah🤣🤣🤣 🤩🤩;senang
Bentuk dan ukuran: Pas;netral
Semuanya bagus cuman ada part² yang hasil potongnya kurang rapih :) overall semuanya good;senang
Produk lokal yg satu ini emang terbaik. Selalu berinovasi. Sepatunya kece nyaman dipake. Sebaiknya ukurannya dilebihin kalau beli, toleransi 1-2cm.;senang
Dapet promo & voucher harga dibawah 100k, langsung gass CO hehehe... tapi sepatu sebelah kanan dibagian belakang yang di logo aero agak sedikit kurang presisi. tapi overall oke;senang
Bentuk dan ukurannya bagus nyaman  Solnya enak di pakai berjalan ringan terima kasih;senang
oke mantap ukurannya walau kepanjangan dikit;senang
Bentuk dan ukuran: Pas banget Warna: Mantap murah tapi tidak murahan, salah satu tipe sepatu brand lokal rekomended;senang
Bentuk dan ukuran: Kece badai, ukuran pas mantap Daya tahan pakai: Bakal awet sih Warna: Mantap tuh;senang
Mantap, barang sudah diterima Bentuk dan ukuran: Sesuai Warna: Bagus Aroma: Seperti barang baru pada umumnya Daya tahan pakai: Belum diketahui;senang
Sepatu NYA JELEK , BUTUT mau beli lagi buat istri;marah
overall bagus sih cuma ngepas bgt nyesel ga lebihin size  tapi selebihnya oke enak dipake nya;senang
Bahan bagus mines tampilan luarnya masih banyak benang yang belum dipotong;senang
Bentuk dan ukuran: Pas di kaki Daya tahan pakai: Blm di coba,, smoga awet smpe 3th Aroma: Lembut;senang
Saya saranin di belii ajaa bagus banget ini Bentuk dan ukuran: Pas 43 Warna: Hitam putih Aroma: Aroma sepatu baru Daya tahan pakai: Moga tahan lama;senang
Shape and size: Cocok,pas dan tentunya nyaman;senang
sepatunya okee bgt, tapi dus nya rusak mungkin kesalahan ekspedisi nya;marah
Mantep Bentuk dan ukuran: Ke  kecilan kyakny tpi gk pp tetap bagus;senang
"Udh paling the best kalau produk lokal ini, saya pernah beli dri thun 2022 sampe sekarang masih kepake sampe kuliah wkwk, soalnya sepatunya kuat bgt nyaman pula, warna putihnya juga ga mengkuning sampe skrng gara"" Pemakaian, ini ku beli lagi buat adek soalnya saya masih pke yg lama❤";senang
Memang tidak diragukan🙂‍↕️;sedih
Warna: Cakep, sesuai sama yg d video Bentuk dan ukuran: Bentuknyaa bagus dan pas ukurannyaaa nyaman d pake.;senang
Mantap pengiriman cepat dan kualitas ga usah di ragukan;senang
Sesuai pesanan, ukuran pas, kualitas bagus;senang
bagusss. sizenya ngepas bgt yaa tapi masih nyaman, kalo mau agak longgaran saran aja nakin 1 size nyaa;senang
Ternyata emang sekeren itu sepatu aerostreet Semoga awet ya :);senang
Barang bagus , original, pengiriman cepat banget 2 hari sampe;senang
Cepet banget sampai nya,real pict juga ternyata. Pas banget ukurannya;senang
Daya tahan pakai: Sepatunya awet dan kuat;senang
